"postcode","pc_numeric","pc_character","city","suburb","latitude","longitude","asking_price","offered_since","living_area","available_now","type_build","volume","nr_rooms","build_year","bedrooms","bathrooms","alarm","jacuzzi","sauna","bath"
"2901 KC","2901"," KC","Capelle aan den IJssel","Paganini-buurt",51.92133,4.56903,295000,"<1 week",125,0,"Existing",420,5,"1996",4,1,0,0,0,1
"2991 XD","2991"," XD","Barendrecht","Dordtsestraatweg",51.86813,4.544332,175000,"6+ months",110,0,"Existing",285,5,"1950",3,1,0,0,0,0
"2911 BH","2911"," BH","Nieuwerkerk aan den IJssel","Verspreide huizen Esse Polder",51.96418,4.624857,1100000,"6+ months",275,0,"Existing",850,9,"1972",5,2,1,0,0,1
"2651 DR","2651"," DR","Berkel en Rodenrijs","Oranjebuurt",51.99435,4.481292,2e+05,"6+ months",85,0,"Existing",305,4,"1955",3,1,0,0,0,0
"2993 MA","2993"," MA","Barendrecht","Meerwede Zuidoost",51.85116,4.501687,339000,"6+ months",150,0,"Existing",450,5,"2001",3,2,1,0,0,1
"3067 DG","3067"," DG","Rotterdam","Oosterflank",51.94385,4.565516,249500,"6+ months",120,0,"Existing",360,5,"1980",3,1,0,0,0,0
"2652 ET","2652"," ET","Berkel en Rodenrijs","Havenbuurt",51.99529,4.459601,425000,"6+ months",143,0,"Existing",517,5,"2006",4,1,0,0,0,0
"2914 TK","2914"," TK","Nieuwerkerk aan den IJssel","Zuidplas Noord",51.97422,4.618311,254000,"6+ months",138,0,"Existing",500,5,"1979",3,1,0,0,0,1
"2925 ES","2925"," ES","Krimpen aan den IJssel","Langeland",51.91904,4.629077,625000,"6+ months",257,0,"Existing",900,5,"1978",3,2,0,0,0,1
"2912 EB","2912"," EB","Nieuwerkerk aan den IJssel","Dorrestein",51.96811,4.60245,639000,"6+ months",160,0,"Existing",620,5,"1969",4,1,0,0,0,0
"2841 BM","2841"," BM","Moordrecht","Uiterwaard",51.9839,4.670503,298000,"6+ months",123,0,"Existing",383,4,"1935",3,1,0,0,0,1
"2651 BL","2651"," BL","Berkel en Rodenrijs","Bonfut",51.97766,4.462539,595000,"6+ months",210,0,"Existing",740,6,"1958",3,2,0,0,0,1
"2651 SV","2651"," SV","Berkel en Rodenrijs","Edelsteenbuurt",52.00386,4.496864,250000,"6+ months",105,0,"Existing",330,4,"1978",3,1,0,0,0,0
"3062 BJ","3062"," BJ","Rotterdam","Kralingen-Oost",51.9296,4.51222,1890000,"6+ months",490,0,"Existing",1862,13,"1917",8,2,0,0,0,1
"2661 AR","2661"," AR","Bergschenhoek","Beemdenbuurt",51.98959,4.494047,250000,"6+ months",120,0,"Existing",355,4,"1974",3,1,0,0,0,1
"2935 AW","2935"," AW","Ouderkerk aan den IJssel","Ouderkerk aan de IJssel",51.9291,4.64597,835000,"6+ months",350,0,"Existing",1000,6,"1991",5,2,0,1,0,1
"3112 WD","3112"," WD","Schiedam","Newtonbuurt",51.91668,4.414169,115000,"6+ months",85,1,"Existing",250,5,"1933",3,1,0,0,0,0
"2652 ER","2652"," ER","Berkel en Rodenrijs","Parkbuurt",51.99703,4.475434,895000,"6+ months",220,0,"Existing",740,6,"2007",4,2,0,0,0,1
"2914 LD","2914"," LD","Nieuwerkerk aan den IJssel","Zuidplas Noord",51.97361,4.610142,585000,"6+ months",165,0,"Existing",503,5,"2001",3,2,1,0,0,1
"2661 VB","2661"," VB","Bergschenhoek","Beemdenbuurt",51.98735,4.4953,895000,"6+ months",240,0,"Existing",1125,5,"1991",4,1,1,0,1,1
"3069 BC","3069"," BC","Rotterdam","Ommoord",51.96473,4.548233,148500,"3 months",90,0,"Existing",240,3,"1973",2,1,0,0,0,0
"2831 AH","2831"," AH","Gouderak","Gouderak",51.98397,4.673258,295000,"6+ months",120,0,"Existing",360,4,"1910",3,1,0,0,0,0
"2991 DK","2991"," DK","Barendrecht","Buitenoord 3",51.84492,4.55084,745000,"6+ months",380,0,"Existing",1200,7,"1981",4,2,0,0,0,1
"2991 VB","2991"," VB","Barendrecht","Noldijk",51.85413,4.561372,269000,"6+ months",95,0,"Existing",350,5,"1920",4,1,0,0,0,0
"3176 VG","3176"," VG","Poortugaal","Valckesteyn",51.86484,4.395263,259000,"6+ months",140,0,"Existing",378,6,"1999",3,1,0,0,0,1
"2651 AR","2651"," AR","Berkel en Rodenrijs","Vlinderstrik",51.97126,4.442852,215000,"6+ months",75,0,"Existing",225,3,"1913",2,1,0,0,0,0
"3341 BT","3341"," BT","Hendrik-Ido-Ambacht","Volgerlanden-Oost",51.83788,4.649266,1750000,"6+ months",300,0,"Existing",1200,7,"1944",6,2,0,0,0,1
"2652 DV","2652"," DV","Berkel en Rodenrijs","Rivierenbuurt",51.9985,4.46763,375000,"6+ months",130,0,"Existing",340,5,"2005",4,1,0,0,0,1
"2986 RA","2986"," RA","Ridderkerk","Drievliet",51.86484,4.623625,205000,"6+ months",120,0,"Existing",325,6,"1982",5,1,0,0,0,1
"2993 TA","2993"," TA","Barendrecht","Voordijk",51.85557,4.503324,1160000,"6+ months",250,0,"Existing",1000,6,"2003",4,2,1,0,0,1
"3341 RD","3341"," RD","Hendrik-Ido-Ambacht","Kruiswiel",51.84122,4.646402,429000,"6+ months",170,0,"Existing",550,6,"1972",5,1,0,0,0,0
"2911 CJ","2911"," CJ","Nieuwerkerk aan den IJssel","Verspreide huizen Esse Polder",51.9581,4.619014,9e+05,"6+ months",325,0,"Existing",1000,11,"1875",6,2,0,1,0,1
"2761 DV","2761"," DV","Zevenhuizen Zh","Oud Verlaat",51.97697,4.555609,1198000,"6+ months",225,0,"Existing",875,7,"1994",4,2,1,0,0,1
"2652 DA","2652"," DA","Berkel en Rodenrijs","Havenbuurt",51.99506,4.466467,275000,"6+ months",108,0,"Existing",400,5,"2004",3,1,0,0,0,1
"3069 DS","3069"," DS","Rotterdam","Ommoord",51.96592,4.535859,475000,"6+ months",183,0,"Existing",476,4,"1986",3,1,0,0,0,1
"2665 TB","2665"," TB","Bleiswijk","Vogelbuurt",52.00581,4.537665,225000,"6+ months",130,0,"Existing",400,5,"1972",4,1,0,0,0,1
"2665 KH","2665"," KH","Bleiswijk","Overbuurtse Polder",51.9991,4.526353,1295000,"6+ months",720,0,"Existing",1800,12,"1980",7,2,1,0,0,0
"2991 CG","2991"," CG","Barendrecht","Oranjewijk 1",51.85137,4.548713,595000,"6+ months",200,0,"Existing",450,4,"1938",3,1,0,0,0,1
"2645 HD","2645"," HD","Delfgauw","Emerald",52.00493,4.393812,285000,"3 months",123,0,"Existing",414,5,"1998",4,1,0,0,0,0
"2991 XC","2991"," XC","Barendrecht","Dordtsestraatweg",51.86853,4.543593,267500,"6+ months",120,0,"Existing",500,6,"1930",3,1,0,0,0,0
"2907 VJ","2907"," VJ","Capelle aan den IJssel","Ervenbuurt",51.9518,4.57554,175000,"6+ months",98,0,"Existing",280,4,"1980",3,1,0,0,0,1
"2651 SB","2651"," SB","Berkel en Rodenrijs","Edelsteenbuurt",52.00296,4.49295,275000,"6+ months",130,0,"Existing",430,6,"1978",5,2,0,0,0,1
"2991 DD","2991"," DD","Barendrecht","Buitenoord 3",51.84522,4.548152,210000,"6+ months",110,0,"Existing",330,4,"1980",2,1,0,0,0,1
"3161 CS","3161"," CS","Rhoon","Park Rhoon",51.8559,4.424513,399000,"6+ months",140,0,"Existing",550,5,"1966",4,1,1,0,0,1
"2984 XH","2984"," XH","Ridderkerk","Het Zand",51.8691,4.61948,249500,"6+ months",125,0,"Existing",350,5,"1993",4,2,0,0,0,1
"3079 DJ","3079"," DJ","Rotterdam","Groot-IJsselmonde",51.87979,4.539868,219000,"6+ months",100,0,"Existing",300,3,"1925",2,1,0,0,0,1
"2991 TH","2991"," TH","Barendrecht","Noord 2",51.85681,4.54403,599000,"6+ months",240,0,"Existing",600,5,"1963",3,2,0,0,0,1
"3161 KA","3161"," KA","Rhoon","Rhoon Noord",51.865,4.42264,675000,"7 weeks",172,0,"Existing",500,7,"1957",5,2,0,0,0,1
"2912 AP","2912"," AP","Nieuwerkerk aan den IJssel","Dorrestein",51.96613,4.606008,335000,"3 months",125,0,"Existing",400,5,"1993",4,1,0,0,0,0
"3119 DM","3119"," DM","Schiedam","Nolensbuurt",51.91963,4.390656,189500,"4 months",103,0,"Existing",315,5,"1986",4,1,0,0,0,1
"3344 JC","3344"," JC","Hendrik-Ido-Ambacht","Volgerlanden-Oost",51.83214,4.654106,186500,"5 months",73,0,"Existing",297,3,"2007",2,1,0,0,0,0
"2904 BR","2904"," BR","Capelle aan den IJssel","Baaienbuurt",51.93261,4.613349,2e+05,"6+ months",100,0,"Existing",325,4,"1976",3,1,0,0,0,1
"3086 JA","3086"," JA","Rotterdam","Pendrecht",51.8743,4.46038,525000,"6+ months",170,0,"Existing",600,4,"1959",3,1,0,0,0,0
"3161 KJ","3161"," KJ","Rhoon","Ghijseland",51.8588,4.424546,965000,"6+ months",180,0,"Existing",735,5,"1992",3,2,1,0,0,1
"3068 AD","3068"," AD","Rotterdam","Ommoord",51.9558,4.534967,229000,"6+ months",141,0,"Existing",375,5,"1973",4,2,0,0,0,0
"2907 JG","2907"," JG","Capelle aan den IJssel","Operabuurt",51.94754,4.588913,169000,"3 months",70,0,"Existing",170,3,"1980",2,1,0,0,0,0
"3043 AJ","3043"," AJ","Rotterdam","Overschie",51.9371,4.42727,112500,"<1 week",56,0,"Existing",155,3,"1957",2,1,0,0,0,0
"3011 BT","3011"," BT","Rotterdam","Stadsdriehoek",51.9102,4.47994,359000,"<1 week",114,0,"Existing",342,4,"2000",3,1,0,0,0,1
"3077 MJ","3077"," MJ","Rotterdam","Oud-IJsselmonde",51.89759,4.524083,184500,"<1 week",115,0,"Existing",200,3,"1998",2,1,0,0,0,1
"2987 RH","2987"," RH","Ridderkerk","Bolnes",51.89671,4.584709,229500,"1 week",90,0,"Existing",280,3,"1997",2,1,0,0,0,1
"3011 XW","3011"," XW","Rotterdam","Stadsdriehoek",51.9171,4.488,375000,"1 week",110,0,"Existing",292,4,"2004",3,1,0,0,0,1
"3079 ZE","3079"," ZE","Rotterdam","Groot-IJsselmonde",51.88286,4.557652,129900,"2 weeks",90,0,"Existing",234,3,"1970",2,1,0,0,0,0
"2661 RR","2661"," RR","Bergschenhoek","Oosteindsche Ackers",51.9993,4.50111,225000,"2 weeks",90,0,"Existing",270,3,"1998",2,1,0,0,0,1
"3081 TR","3081"," TR","Rotterdam","Tarwewijk",51.89241,4.486979,119500,"3 weeks",95,1,"Existing",260,5,"1937",3,1,0,1,0,0
"3111 CC","3111"," CC","Schiedam","Walvisbuurt",51.91551,4.396478,175000,"3 weeks",76,0,"Existing",375,3,"1989",2,1,0,0,0,1
"3111 PX","3111"," PX","Schiedam","Brandersbuurt",51.91967,4.397168,137000,"3 months",70,0,"Existing",197,2,"2000",1,1,0,0,0,1
"3032 RE","3032"," RE","Rotterdam","Agniesebuurt",51.92891,4.474659,129500,"4 weeks",65,0,"Existing",195,3,"1953",1,1,0,0,0,0
"2906 XT","2906"," XT","Capelle aan den IJssel","Akker- en Haagwinde",51.9316,4.56671,157500,"5 weeks",105,0,"Existing",315,3,"1970",2,1,0,0,0,0
"2912 SM","2912"," SM","Nieuwerkerk aan den IJssel","Dorrestein",51.96509,4.615427,143000,"6 weeks",47,0,"Existing",170,2,"2008",1,1,0,0,0,0
"3344 GA","3344"," GA","Hendrik-Ido-Ambacht","Volgerlanden-West",51.83081,4.651469,175000,"6 weeks",75,0,"Existing",226,3,"2005",2,1,0,0,0,1
"2661 LZ","2661"," LZ","Bergschenhoek","Dorp Bergschenhoek",51.98828,4.500492,325000,"6 weeks",107,0,"Existing",328,3,"2005",2,1,0,0,0,0
"3083 CK","3083"," CK","Rotterdam","Carnisse",51.88897,4.484804,79000,"3 months",53,0,"Existing",181,3,"1938",2,1,0,0,0,0
"3036 AA","3036"," AA","Rotterdam","Oude Noorden",51.94065,4.483838,130000,"2 months",65,0,"Existing",175,3,"1956",2,1,0,0,0,0
"2914 EM","2914"," EM","Nieuwerkerk aan den IJssel","Zuidplas Zuid",51.97034,4.61391,219500,"3 months",100,0,"Existing",290,5,"1982",4,1,0,0,0,0
"3111 BD","3111"," BD","Schiedam","Brandersbuurt",51.91805,4.394427,179000,"2 months",120,0,"Existing",324,3,"1910",2,1,0,0,0,0
"3016 BE","3016"," BE","Rotterdam","Nieuwe Werk",51.9099,4.47777,299000,"2 months",90,0,"Existing",295,4,"1890",2,1,0,0,0,1
"3071 AS","3071"," AS","Rotterdam","Kop van Zuid-Entrepot",51.90748,4.49986,239000,"3 months",135,0,"Existing",370,3,"2002",1,2,0,0,0,1
"3195 GK","3195"," GK","Pernis Rotterdam","Pernis",51.89338,4.389988,159500,"3 months",100,0,"Existing",270,3,"2006",2,1,0,0,0,0
"2914 KM","2914"," KM","Nieuwerkerk aan den IJssel","Zuidplas Zuid",51.96682,4.616721,225000,"3 months",125,0,"Existing",385,7,"1987",6,1,0,0,0,1
"2982 RA","2982"," RA","Ridderkerk","Ridderkerk-Centrum",51.874,4.59516,108000,"3 months",60,0,"Existing",170,2,"1956",1,1,0,0,0,0
"2981 AH","2981"," AH","Ridderkerk","Ridderkerk-Oost",51.86583,4.595089,114000,"3 months",58,0,"Existing",200,3,"1962",2,1,0,0,0,0
"3035 PR","3035"," PR","Rotterdam","Oude Noorden",51.9324,4.48115,135000,"3 months",57,0,"Existing",160,2,"1889",1,1,0,0,0,1
"2905 BK","2905"," BK","Capelle aan den IJssel","Bergenbuurt",51.94099,4.602144,145000,"3 months",83,0,"Existing",245,3,"1975",2,1,0,0,0,0
"3024 CH","3024"," CH","Rotterdam","Delfshaven",51.9053,4.45841,199500,"4 months",100,0,"Existing",310,2,"2003",1,1,0,0,0,1
"3054 EV","3054"," EV","Rotterdam","Hillegersberg-Noord",51.95812,4.489647,250000,"4 months",120,0,"Existing",290,3,"1928",2,1,0,0,0,1
"3083 GG","3083"," GG","Rotterdam","Carnisse",51.89024,4.475386,145000,"4 months",100,0,"Existing",270,3,"1939",2,1,0,0,0,1
"2925 BZ","2925"," BZ","Krimpen aan den IJssel","Langeland",51.92016,4.615946,175000,"4 months",103,0,"Existing",300,4,"1980",3,1,0,0,0,1
"3195 GK","3195"," GK","Pernis Rotterdam","Pernis",51.89338,4.389988,489000,"4 months",153,0,"Existing",460,4,"2007",3,1,0,1,0,1
"2992 CD","2992"," CD","Barendrecht","Paddewei",51.8528,4.5356,119500,"4 months",45,0,"Existing",135,2,"1971",1,1,0,0,0,0
"2907 BA","2907"," BA","Capelle aan den IJssel","Ervenbuurt",51.94971,4.573447,199000,"4 months",120,1,"Existing",370,3,"1982",2,1,0,0,0,1
"3344 PD","3344"," PD","Hendrik-Ido-Ambacht","Volgerlanden-West",51.83564,4.642093,199000,"3 months",86,0,"Existing",300,3,"2010",2,1,0,0,0,0
"3079 PW","3079"," PW","Rotterdam","Groot-IJsselmonde",51.88352,4.54664,125000,"5 months",57,0,"Existing",155,2,"2006",1,1,0,0,0,0
"2987 AD","2987"," AD","Ridderkerk","Bolnes",51.8956,4.58014,139500,"5 months",78,0,"Existing",210,4,"1956",3,1,0,0,0,0
"3087 CA","3087"," CA","Rotterdam","Oud-Charlois",51.8978,4.46548,395000,"5 months",120,0,"Existing",314,3,"2001",2,1,0,0,0,1
"2903 XK","2903"," XK","Capelle aan den IJssel","Alkenoord",51.93244,4.595615,132500,"5 months",80,0,"Existing",230,3,"1968",2,1,0,0,0,1
"3059 XD","3059"," XD","Rotterdam","Nesselande",51.98377,4.585288,287500,"3 months",125,0,"Existing",440,4,"2006",3,1,0,0,0,1
"3117 AT","3117"," AT","Schiedam","Fabribuurt",51.91416,4.390498,119500,"6+ months",55,0,"Existing",165,2,"1914",1,1,0,0,0,1
"3083 EG","3083"," EG","Rotterdam","Carnisse",51.88992,4.485527,74500,"6+ months",55,0,"Existing",155,3,"1939",2,1,0,0,0,0
"3111 PX","3111"," PX","Schiedam","Brandersbuurt",51.91967,4.397168,144900,"6+ months",65,0,"Existing",160,3,"2001",2,1,0,0,0,0
"3111 BR","3111"," BR","Schiedam","Walvisbuurt",51.91593,4.396097,149000,"6+ months",70,0,"Existing",190,2,"1785",1,1,0,0,0,1
"3054 VG","3054"," VG","Rotterdam","Hillegersberg-Noord",51.96609,4.492522,519000,"6+ months",134,0,"Existing",362,4,"2006",3,2,0,0,0,1
"2905 NM","2905"," NM","Capelle aan den IJssel","Bergenbuurt",51.93813,4.602405,148000,"6+ months",82,0,"Existing",235,3,"1978",2,1,0,0,0,0
"2982 AT","2982"," AT","Ridderkerk","Ridderkerk-Centrum",51.8723,4.59562,135000,"6+ months",60,0,"Existing",185,3,"1955",2,1,0,0,0,0
"2931 XX","2931"," XX","Krimpen aan de Lek","Hoofdstraat",51.89767,4.633258,149000,"6+ months",75,0,"Existing",200,3,"1975",2,1,0,0,0,1
"2982 AT","2982"," AT","Ridderkerk","Ridderkerk-Centrum",51.87229,4.595616,80000,"6+ months",62,0,"Existing",185,4,"1955",2,1,0,0,0,0
"2987 XS","2987"," XS","Ridderkerk","Bolnes",51.8937,4.5837,83000,"6+ months",45,0,"Existing",118,1,"1976",1,1,0,0,0,1
"3051 ND","3051"," ND","Rotterdam","Hillegersberg-Zuid",51.94387,4.475307,159000,"6+ months",75,0,"Existing",200,3,"1997",2,1,0,0,0,1
"2935 AM","2935"," AM","Ouderkerk aan den IJssel","Ouderkerk aan de IJssel",51.93584,4.633859,349000,"6+ months",115,0,"Existing",310,3,"2000",2,1,0,0,0,1
"3011 TX","3011"," TX","Rotterdam","Stadsdriehoek",51.91964,4.497983,680000,"6+ months",220,0,"Existing",570,4,"1988",3,2,0,1,0,0
"2982 RP","2982"," RP","Ridderkerk","Ridderkerk-Centrum",51.8717,4.59366,119500,"6+ months",65,0,"Existing",180,4,"1957",3,1,0,0,0,0
"3116 EB","3116"," EB","Schiedam","Nassaubuurt",51.90971,4.398995,225000,"3 months",185,0,"Existing",500,6,"1927",5,2,0,0,0,1
"3077 MJ","3077"," MJ","Rotterdam","Oud-IJsselmonde",51.8972,4.52594,239500,"6+ months",113,0,"Existing",280,3,"2002",2,1,0,0,0,1
"3051 GA","3051"," GA","Rotterdam","Hillegersberg-Zuid",51.945,4.47569,240000,"6+ months",150,0,"Existing",425,5,"1926",4,2,0,1,0,1
"3036 DJ","3036"," DJ","Rotterdam","Oude Noorden",51.93846,4.484058,164500,"6+ months",85,0,"Existing",230,3,"1998",2,1,0,0,0,0
"3023 DJ","3023"," DJ","Rotterdam","Nieuwe Westen",51.90945,4.451598,250000,"6+ months",180,0,"Existing",515,5,"1929",4,2,1,0,0,1
"3028 ES","3028"," ES","Rotterdam","Oud-Mathenesse",51.91516,4.423724,99950,"6+ months",55,0,"Existing",145,2,"1937",1,1,0,0,0,0
"2909 RE","2909"," RE","Capelle aan den IJssel","Fascinatio West",51.91677,4.541204,325000,"4 months",150,0,"Existing",450,5,"2006",4,1,0,0,0,1
"3076 RA","3076"," RA","Rotterdam","Lombardijen",51.88061,4.514594,125000,"6+ months",80,0,"Existing",220,3,"1965",2,1,0,0,0,0
"3043 GE","3043"," GE","Rotterdam","Overschie",51.9433,4.42736,134500,"6+ months",90,0,"Existing",212,4,"1933",2,1,0,0,0,NA
"3071 AB","3071"," AB","Rotterdam","Kop van Zuid-Entrepot",51.90551,4.500458,169000,"6+ months",95,0,"Existing",255,3,"1999",2,1,0,0,0,1
"3039 DC","3039"," DC","Rotterdam","Blijdorp",51.9335,4.454562,125000,"6+ months",50,0,"Existing",140,3,"1940",1,1,0,0,0,0
"3038 XL","3038"," XL","Rotterdam","Bergpolder",51.93477,4.460708,114000,"6+ months",50,0,"Existing",140,2,"1935",1,1,0,0,0,1
"3077 MN","3077"," MN","Rotterdam","Oud-IJsselmonde",51.89802,4.522274,154500,"6+ months",90,0,"Existing",245,3,"2002",2,1,0,0,0,1
"2982 SJ","2982"," SJ","Ridderkerk","Ridderkerk-Centrum",51.8746,4.59526,107500,"6+ months",65,0,"Existing",190,4,"1960",3,1,0,0,0,0
"3078 PC","3078"," PC","Rotterdam","Groot-IJsselmonde",51.89206,4.547441,199000,"4 months",80,0,"Existing",250,4,"1903",2,1,0,0,0,1
"2931 TD","2931"," TD","Krimpen aan de Lek","Binnen Krimpen",51.89659,4.623729,198000,"<1 week",122,0,"Existing",365,5,"1969",4,1,0,0,0,1
"3059 XD","3059"," XD","Rotterdam","Nesselande",51.98439,4.58541,238000,"6+ months",100,0,"Existing",285,4,"2005",3,1,0,0,0,1
"3028 VT","3028"," VT","Rotterdam","Oud-Mathenesse",51.9194,4.42113,80000,"6+ months",50,0,"Existing",126,2,"1950",1,1,0,0,0,0
"3011 TA","3011"," TA","Rotterdam","Stadsdriehoek",51.91858,4.482637,449500,"6+ months",140,0,"Existing",385,4,"2006",3,2,0,0,0,1
"3112 VW","3112"," VW","Schiedam","Stationsbuurt",51.92003,4.410956,159500,"6+ months",90,0,"Existing",252,4,"1985",3,1,0,0,0,0
"2841 BL","2841"," BL","Moordrecht","Uiterwaard",51.98112,4.670177,225000,"6+ months",90,0,"Existing",270,2,"1994",1,1,0,0,0,1
"2904 HD","2904"," HD","Capelle aan den IJssel","Dalenbuurt",51.93532,4.610042,199000,"4 months",129,0,"Existing",375,3,"1981",2,1,0,0,0,1
"3076 RE","3076"," RE","Rotterdam","Lombardijen",51.87978,4.514768,105000,"6+ months",76,0,"Existing",205,3,"1965",2,1,0,0,0,0
"2953 EC","2953"," EC","Alblasserdam","Vogelbuurt",51.87452,4.640416,118000,"6+ months",68,0,"Existing",200,3,"1968",2,1,0,0,0,0
"3032 XJ","3032"," XJ","Rotterdam","Oude Noorden",51.92729,4.482998,1e+05,"6+ months",45,0,"Existing",110,2,"1984",1,1,0,0,0,0
"3028 VG","3028"," VG","Rotterdam","Oud-Mathenesse",51.91973,4.421973,85000,"6+ months",55,0,"Existing",140,3,"1950",2,1,0,0,0,0
"3051 TW","3051"," TW","Rotterdam","Hillegersberg-Zuid",51.94482,4.474482,137500,"6+ months",70,0,"Existing",210,2,"1926",1,1,0,0,0,0
"3071 EP","3071"," EP","Rotterdam","Feijenoord",51.9064,4.51032,109500,"6+ months",65,0,"Existing",195,3,"1908",2,1,0,0,0,0
"3028 CC","3028"," CC","Rotterdam","Oud-Mathenesse",51.91571,4.420343,265000,"4 months",150,0,"Existing",410,5,"2009",4,1,0,0,0,0
"3079 WH","3079"," WH","Rotterdam","Groot-IJsselmonde",51.88104,4.551423,114500,"6+ months",83,0,"Existing",235,4,"1966",2,1,0,0,0,1
"2951 CG","2951"," CG","Alblasserdam","Florabuurt",51.86674,4.656201,139000,"6+ months",75,0,"Existing",225,3,"1965",2,1,0,0,0,0
"2926 PD","2926"," PD","Krimpen aan den IJssel","Lansingh-Zuid",51.90979,4.60659,195000,"6+ months",86,0,"Existing",250,3,"1997",2,1,1,0,0,1
"3071 HP","3071"," HP","Rotterdam","Feijenoord",51.9137,4.50948,199500,"6+ months",95,0,"Existing",230,3,"1905",1,1,0,0,0,1
"3028 HK","3028"," HK","Rotterdam","Oud-Mathenesse",51.9178,4.42161,79500,"6+ months",52,0,"Existing",140,2,"1950",1,1,0,0,0,0
"2907 PD","2907"," PD","Capelle aan den IJssel","Instrumentenbuurt",51.9506,4.58084,122500,"6+ months",60,0,"Existing",170,2,"1980",1,1,0,0,0,1
"3116 AE","3116"," AE","Schiedam","Oranjekwartier",51.91199,4.398632,99000,"6+ months",70,0,"Existing",175,2,"1976",1,1,0,0,0,0
"2991 BK","2991"," BK","Barendrecht","Oranjewijk 1",51.85104,4.549213,197000,"6+ months",90,0,"Existing",250,3,"1981",2,1,0,0,0,0
"2981 AH","2981"," AH","Ridderkerk","Ridderkerk-Oost",51.86583,4.595089,1e+05,"6+ months",65,0,"Existing",175,3,"1960",2,1,0,0,0,NA
"3059 XA","3059"," XA","Rotterdam","Nesselande",51.98029,4.583235,150000,"3 weeks",56,0,"Existing",174,2,"2010",1,1,0,0,0,0
"3112 KG","3112"," KG","Schiedam","Wetenschappersbuurt",51.91827,4.413733,97500,"7 weeks",116,0,"Existing",325,4,"1931",3,1,0,0,0,0
"3081 BR","3081"," BR","Rotterdam","Tarwewijk",51.89275,4.49327,89500,"2 months",75,0,"Existing",210,4,"1930",3,1,0,0,0,0
"3112 GW","3112"," GW","Schiedam","Singelkwartier",51.91942,4.406417,319000,"4 months",140,0,"Existing",425,5,"1896",3,1,0,0,0,1
"3051 KM","3051"," KM","Rotterdam","Hillegersberg-Zuid",51.9456,4.47315,162500,"4 months",85,0,"Existing",221,4,"1929",3,1,0,0,0,0
"3116 AB","3116"," AB","Schiedam","Nassaubuurt",51.91114,4.400462,895000,"5 months",545,0,"Existing",2360,5,"1860",3,2,1,0,0,1
"3043 TZ","3043"," TZ","Rotterdam","Overschie",51.94272,4.423834,1e+05,"6+ months",75,0,"Existing",210,3,"1923",2,1,0,0,0,1
"2841 NS","2841"," NS","Moordrecht","Dorp Noord",51.99044,4.665879,249500,"6+ months",115,0,"Existing",335,5,"1992",4,1,0,0,0,1
"2914 TR","2914"," TR","Nieuwerkerk aan den IJssel","Zuidplas Noord",51.97436,4.619179,299500,"6+ months",155,0,"Existing",500,6,"1981",4,1,0,0,0,1
"2911 HE","2911"," HE","Nieuwerkerk aan den IJssel","Esse Laag",51.9583,4.61227,425000,"6+ months",138,0,"Existing",480,4,"1999",3,1,0,0,0,1
"3261 TL","3261"," TL","Oud-Beijerland","Oosterse Gorzenwijk",51.82827,4.425406,159500,"1 week",92,0,"Existing",320,4,"1975",3,1,0,0,0,1
"2901 AH","2901"," AH","Capelle aan den IJssel","Zeeheldenbuurt-West",51.9129,4.56806,219500,"1 week",100,0,"Existing",285,6,"1930",5,1,0,0,0,1
"3117 AA","3117"," AA","Schiedam","Liduinabuurt",51.91363,4.396405,180000,"5 months",82,0,"Existing",235,3,"2006",2,1,0,0,0,1
"2661 SL","2661"," SL","Bergschenhoek","Oosteindsche Ackers",51.99858,4.502954,365000,"2 weeks",160,0,"Existing",440,7,"1998",5,1,1,0,0,1
"2901 EL","2901"," EL","Capelle aan den IJssel","Chopin-buurt",51.91568,4.557078,275000,"2 weeks",165,0,"Existing",420,6,"1991",5,1,0,0,0,0
"3344 RD","3344"," RD","Hendrik-Ido-Ambacht","Volgerlanden-West",51.83806,4.643838,465000,"5 months",154,0,"Existing",560,5,"2004",4,1,0,0,0,1
"2651 EW","2651"," EW","Berkel en Rodenrijs","Oranjebuurt",51.99756,4.483869,175000,"6 weeks",74,0,"Existing",260,4,"1960",3,1,0,0,0,0
"2645 EZ","2645"," EZ","Delfgauw","Emerald",52.00526,4.391247,225000,"5 months",97,0,"Existing",299,4,"2000",3,1,0,0,0,1
"2661 SN","2661"," SN","Bergschenhoek","Oosteindsche Ackers",51.99395,4.508025,439000,"2 months",147,0,"Existing",593,6,"1999",5,1,0,0,0,1
"2907 ND","2907"," ND","Capelle aan den IJssel","Gebouwenbuurt",51.9523,4.590625,199500,"5 months",112,0,"Existing",350,5,"1981",4,1,0,0,0,0
"3068 KG","3068"," KG","Rotterdam","Zevenkamp",51.966,4.58016,180000,"<1 week",100,0,"Existing",290,5,"1985",3,1,0,0,0,0
